area_name,area_id,ELP
Bratislavský,SK010,125776.0
Trnavský,SK021,99412.0
Trenčiansky,SK022,108952.0
Nitriansky,SK023,126278.0
Žilinský,SK031,112500.0
Banskobystrický,SK032,112259.0
Prešovský,SK041,119815.0
Košický,SK042,124189.0
