area_name,GRDP,area_id
Hlavní město Praha,61601.72,CZ010
Středočeský kraj,26752.43,CZ020
Jihočeský kraj,10929.92,CZ031
Plzeňský kraj,10909.61,CZ032
Karlovarský kraj,3897.85,CZ041
Ústecký kraj,12384.52,CZ042
Liberecký kraj,7115.84,CZ051
Královéhradecký kraj,10319.46,CZ052
Pardubický kraj,8668.91,CZ053
Kraj Vysočina,8628.12,CZ063
Jihomoravský kraj,23774.9,CZ064
Olomoucký kraj,10327.65,CZ071
Zlínský kraj,10445.01,CZ072
Moravskoslezský kraj,19857.55,CZ080
