area_name,GRDP,area_id
Bratislavský,26559.8,SK010
Trnavský,11060.43,SK021
Trenčiansky,8160.91,SK022
Nitriansky,10023.67,SK023
Žilinský,10700.92,SK031
Banskobystrický,8097.64,SK032
Prešovský,8732.32,SK041
Košický,11094.05,SK042
